activity_degree;ethnicity;date;geography;geography_type;gender;age;value;sample_size
fairly active;White British;Nov 2018 to Nov 2019;England;Country;Female;16+;13. Feb;83826
fairly active;White British;Nov 2019 to Nov 2020;England;Country;Female;16+;12. Jan;81058
fairly active;White British;Nov 2021 to Nov 2022;England;Country;Male;16+;10. Jan;63710
fairly active;White British;Nov 2020 to Nov 2021;England;Country;Male;16+;104.647.138;65193
fairly active;White British;Nov 2015 to Nov 2016;England;Country;Male;16+;11. Feb;73864
fairly active;White British;Nov 2016 to Nov 2017;England;Country;Male;16+;11. Mrz;72217
fairly active;White British;Nov 2017 to Nov 2018;England;Country;Male;16+;11. Jan;66703
fairly active;White British;Nov 2018 to Nov 2019;England;Country;Male;16+;11. Jan;67123
fairly active;White British;Nov 2019 to Nov 2020;England;Country;Male;16+;10. Apr;65689
fairly active;White British;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
fairly active;White British;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
fairly active;White British;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
fairly active;White British;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
fairly active;White British;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
fairly active;White British;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
fairly active;White British;Nov 2021 to Nov 2022;England;Country;Other gender;16+;09. Jun;394
fairly active;White British;Nov 2021 to Nov 2022;London;Region;All;16+;10. Jan;7918
fairly active;White British;Nov 2015 to Nov 2016;London;Region;All;16+;11. Aug;10782
fairly active;White British;Nov 2016 to Nov 2017;London;Region;All;16+;12. Jan;10250
fairly active;White British;Nov 2017 to Nov 2018;London;Region;All;16+;10. Apr;8553
fairly active;White British;Nov 2018 to Nov 2019;London;Region;All;16+;11. Feb;8424
fairly active;White British;Nov 2019 to Nov 2020;London;Region;All;16+;10. Jun;8229
fairly active;White British;Nov 2020 to Nov 2021;London;Region;All;16+;109.023.607;8104
fairly active;White British;Nov 2021 to Nov 2022;North East;Region;All;16+;09. Jul;6704
fairly active;White British;Nov 2015 to Nov 2016;North East;Region;All;16+;12;8305
fairly active;White British;Nov 2016 to Nov 2017;North East;Region;All;16+;11. Aug;8166
fairly active;White British;Nov 2017 to Nov 2018;North East;Region;All;16+;11. Feb;6523
fairly active;White British;Nov 2018 to Nov 2019;North East;Region;All;16+;11. Aug;6731
fairly active;White British;Nov 2019 to Nov 2020;North East;Region;All;16+;11. Feb;6779
fairly active;White British;Nov 2020 to Nov 2021;North East;Region;All;16+;112.413.488;6815
fairly active;White British;Nov 2021 to Nov 2022;North West;Region;All;16+;11. Jan;22702
fairly active;White British;Nov 2015 to Nov 2016;North West;Region;All;16+;12. Feb;24794
fairly active;White British;Nov 2016 to Nov 2017;North West;Region;All;16+;12;23824
fairly active;White British;Nov 2017 to Nov 2018;North West;Region;All;16+;12. Jun;23149
fairly active;White British;Nov 2018 to Nov 2019;North West;Region;All;16+;12;23058
fairly active;White British;Nov 2019 to Nov 2020;North West;Region;All;16+;11. Jan;23026
fairly active;White British;Nov 2020 to Nov 2021;North West;Region;All;16+;109.503.964;23014
fairly active;White British;Nov 2021 to Nov 2022;South East;Region;All;16+;11. Mrz;26887
fairly active;White British;Nov 2015 to Nov 2016;South East;Region;All;16+;12. Jan;30877
fairly active;White British;Nov 2016 to Nov 2017;South East;Region;All;16+;13;30596
fairly active;White British;Nov 2017 to Nov 2018;South East;Region;All;16+;12. Mrz;28688
fairly active;White British;Nov 2018 to Nov 2019;South East;Region;All;16+;12. Jan;28183
fairly active;White British;Nov 2019 to Nov 2020;South East;Region;All;16+;11. Mrz;28499
fairly active;White British;Nov 2020 to Nov 2021;South East;Region;All;16+;114.231.624;26930
fairly active;White British;Nov 2021 to Nov 2022;South West;Region;All;16+;11;14569
fairly active;White British;Nov 2015 to Nov 2016;South West;Region;All;16+;12. Mrz;20438
fairly active;White British;Nov 2016 to Nov 2017;South West;Region;All;16+;12. Feb;20285
fairly active;White British;Nov 2017 to Nov 2018;South West;Region;All;16+;11. Mai;17960
fairly active;White British;Nov 2018 to Nov 2019;South West;Region;All;16+;11. Jul;17662
fairly active;White British;Nov 2019 to Nov 2020;South West;Region;All;16+;11. Jan;14326
fairly active;White British;Nov 2020 to Nov 2021;South West;Region;All;16+;10.973.052;14521
fairly active;White British;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;11. Mai;15257
fairly active;White British;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;12. Jun;16535
fairly active;White British;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;12. Aug;16103
fairly active;White British;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;12. Jun;13982
fairly active;White British;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;12. Jul;13773
fairly active;White British;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;12. Apr;13716
fairly active;White British;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;12.417.288;14179
fairly active;White British;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;11. Apr;13614
fairly active;White British;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;11. Aug;13212
fairly active;White British;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;12. Jan;12347
fairly active;White British;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;12. Jan;14927
fairly active;White British;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;11. Jan;15113
fairly active;White British;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;113.147.866;15228
fairly active;White British;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;10. Sep;14995
fairly active;Any Other White Background;Nov 2021 to Nov 2022;East;Region;All;16+;10. Feb;1382
fairly active;Any Other White Background;Nov 2015 to Nov 2016;East;Region;All;16+;11. Aug;1431
fairly active;Any Other White Background;Nov 2016 to Nov 2017;East;Region;All;16+;11. Jul;1432
fairly active;Any Other White Background;Nov 2017 to Nov 2018;East;Region;All;16+;10. Jun;1372
fairly active;Any Other White Background;Nov 2018 to Nov 2019;East;Region;All;16+;12. Feb;1310
fairly active;Any Other White Background;Nov 2019 to Nov 2020;East;Region;All;16+;13. Mai;1328
fairly active;Any Other White Background;Nov 2020 to Nov 2021;East;Region;All;16+;121.110.911;1367
fairly active;Any Other White Background;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;09. Apr;787
fairly active;Any Other White Background;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;07. Apr;784
fairly active;Any Other White Background;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;11. Aug;821
fairly active;Any Other White Background;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;11;874
fairly active;Any Other White Background;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;13. Jun;907
fairly active;Any Other White Background;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;13. Mai;846
fairly active;Any Other White Background;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;86.612.877;946
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16+;09. Sep;10092
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16+;1.092.221;10054
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16+;11. Feb;9898
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16+;11. Apr;10189
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16+;11. Jan;9671
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16+;11. Jan;9654
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16+;11. Feb;9580
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-24;06. Aug;672
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-24;06. Jul;614
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-24;07. Mai;677
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-24;06. Jun;595
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-24;7;681
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-24;08. Apr;662
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-24;10.729.291;736
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;10. Sep;5783
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;11;5493
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;11. Jun;5773
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;11;5525
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;11. Mrz;5467
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;11. Mai;5438
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;106.194.868;5786
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;09. Mai;1877
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;12. Mai;1979
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;12. Mrz;2078
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;11. Apr;1964
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;12;1993
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;10. Mai;1839
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;105.222.626;1881
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;10;1049
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;11. Aug;1082
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;11. Jun;1085
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;11. Jun;960
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;12. Jan;959
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;12;1017
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;113.365.613;950
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;?;?
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;?;?
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;?;160
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;?;178
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;?;?
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;?;?
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;16-74;07. Mrz;760
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;16-74;08. Mrz;737
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;16-74;09. Feb;692
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;16-74;08. Aug;727
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;16-74;07. Mrz;689
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;16-74;09. Aug;724
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;16-74;108.484.071;772
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;25-34;10. Jan;2183
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;25-34;09. Aug;2669
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;25-34;11;2604
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;25-34;11;2403
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;25-34;10. Feb;2228
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;25-34;10. Aug;2291
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;25-34;107.696.432;2250
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;35-44;11. Jan;2780
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;35-44;12. Aug;2694
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;35-44;12. Feb;2958
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;35-44;12;2802
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;35-44;13;2723
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;35-44;12. Mai;2609
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;35-44;112.644.706;2713
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;45-54;09. Jul;1859
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;45-54;13. Mrz;1541
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;45-54;13. Jun;1613
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;45-54;11. Apr;1555
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;45-54;12. Aug;1597
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;45-54;11. Jan;1634
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;45-54;105.804.177;1752
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;55-64;09. Sep;1237
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;55-64;15. Sep;1081
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;55-64;10. Aug;1122
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;55-64;10. Jul;1056
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;55-64;12;1199
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;55-64;10. Mrz;1120
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;55-64;9.941.905;1175
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;65-74;11. Mai;888
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;65-74;11. Mrz;852
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;65-74;12. Jul;789
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;65-74;13. Mai;860
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;65-74;09. Feb;821
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;65-74;12. Mrz;831
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;65-74;97.682.438;930
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;All;75+;10. Aug;444
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;All;75+;12. Mrz;397
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;All;75+;14. Mrz;383
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;All;75+;18. Aug;357
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;All;75+;12. Jul;365
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;All;75+;10. Sep;391
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;All;75+;138.743.975;462
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;Female;16+;10. Jun;6014
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;Female;16+;114.307.302;6001
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;Female;16+;12;5903
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;Female;16+;12. Feb;6128
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;Female;16+;12. Jan;5739
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;Female;16+;11;5722
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;Female;16+;11. Sep;5703
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;Male;16+;09. Apr;4003
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;Male;16+;102.226.034;4004
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;Male;16+;10. Apr;3988
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;Male;16+;10. Mai;4054
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;Male;16+;10. Jan;3916
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;Male;16+;11. Mrz;3887
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;Male;16+;10. Feb;3833
fairly active;Any Other White Background;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
fairly active;Any Other White Background;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
fairly active;Any Other White Background;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
fairly active;Any Other White Background;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
fairly active;Any Other White Background;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
fairly active;Any Other White Background;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
fairly active;Any Other White Background;Nov 2021 to Nov 2022;England;Country;Other gender;16+;?;?
fairly active;Any Other White Background;Nov 2021 to Nov 2022;London;Region;All;16+;09. Jul;2565
fairly active;Any Other White Background;Nov 2015 to Nov 2016;London;Region;All;16+;11. Jan;2855
fairly active;Any Other White Background;Nov 2016 to Nov 2017;London;Region;All;16+;11. Jun;2845
fairly active;Any Other White Background;Nov 2017 to Nov 2018;London;Region;All;16+;11. Feb;2531
fairly active;Any Other White Background;Nov 2018 to Nov 2019;London;Region;All;16+;10;2431
fairly active;Any Other White Background;Nov 2019 to Nov 2020;London;Region;All;16+;10. Jan;2584
fairly active;Any Other White Background;Nov 2020 to Nov 2021;London;Region;All;16+;103.115.102;2572
fairly active;Any Other White Background;Nov 2021 to Nov 2022;North East;Region;All;16+;?;?
fairly active;Any Other White Background;Nov 2015 to Nov 2016;North East;Region;All;16+;?;211
fairly active;Any Other White Background;Nov 2016 to Nov 2017;North East;Region;All;16+;?;202
fairly active;Any Other White Background;Nov 2017 to Nov 2018;North East;Region;All;16+;?;?
fairly active;Any Other White Background;Nov 2018 to Nov 2019;North East;Region;All;16+;?;?
fairly active;Any Other White Background;Nov 2019 to Nov 2020;North East;Region;All;16+;?;?
fairly active;Any Other White Background;Nov 2020 to Nov 2021;North East;Region;All;16+;205.379.428;211
fairly active;Any Other White Background;Nov 2021 to Nov 2022;North West;Region;All;16+;10. Feb;1063
fairly active;Any Other White Background;Nov 2015 to Nov 2016;North West;Region;All;16+;11. Apr;904
fairly active;Any Other White Background;Nov 2016 to Nov 2017;North West;Region;All;16+;10. Mrz;953
fairly active;Any Other White Background;Nov 2017 to Nov 2018;North West;Region;All;16+;10. Jan;996
fairly active;Any Other White Background;Nov 2018 to Nov 2019;North West;Region;All;16+;09. Mai;1022
fairly active;Any Other White Background;Nov 2019 to Nov 2020;North West;Region;All;16+;12;964
fairly active;Any Other White Background;Nov 2020 to Nov 2021;North West;Region;All;16+;145.294.274;1011
fairly active;Any Other White Background;Nov 2021 to Nov 2022;South East;Region;All;16+;11. Mrz;1965
fairly active;Any Other White Background;Nov 2015 to Nov 2016;South East;Region;All;16+;11. Mai;1945
fairly active;Any Other White Background;Nov 2016 to Nov 2017;South East;Region;All;16+;11. Jun;2142
fairly active;Any Other White Background;Nov 2017 to Nov 2018;South East;Region;All;16+;10. Jan;1868
fairly active;Any Other White Background;Nov 2018 to Nov 2019;South East;Region;All;16+;11. Mai;1905
fairly active;Any Other White Background;Nov 2019 to Nov 2020;South East;Region;All;16+;12;1917
fairly active;Any Other White Background;Nov 2020 to Nov 2021;South East;Region;All;16+;103.540.177;2010
fairly active;Any Other White Background;Nov 2021 to Nov 2022;South West;Region;All;16+;09. Aug;761
fairly active;Any Other White Background;Nov 2015 to Nov 2016;South West;Region;All;16+;12. Jul;764
fairly active;Any Other White Background;Nov 2016 to Nov 2017;South West;Region;All;16+;09. Jul;781
fairly active;Any Other White Background;Nov 2017 to Nov 2018;South West;Region;All;16+;12. Jun;785
fairly active;Any Other White Background;Nov 2018 to Nov 2019;South West;Region;All;16+;11. Jun;757
fairly active;Any Other White Background;Nov 2019 to Nov 2020;South West;Region;All;16+;11. Feb;639
fairly active;Any Other White Background;Nov 2020 to Nov 2021;South West;Region;All;16+;110.689.059;702
fairly active;Any Other White Background;Nov 2021 to Nov 2022;West Midlands;Region;All;16+;09. Aug;825
fairly active;Any Other White Background;Nov 2015 to Nov 2016;West Midlands;Region;All;16+;14. Mai;604
fairly active;Any Other White Background;Nov 2016 to Nov 2017;West Midlands;Region;All;16+;10. Sep;625
fairly active;Any Other White Background;Nov 2017 to Nov 2018;West Midlands;Region;All;16+;11. Apr;644
fairly active;Any Other White Background;Nov 2018 to Nov 2019;West Midlands;Region;All;16+;13. Jan;565
fairly active;Any Other White Background;Nov 2019 to Nov 2020;West Midlands;Region;All;16+;08. Sep;596
fairly active;Any Other White Background;Nov 2020 to Nov 2021;West Midlands;Region;All;16+;113.111.128;707
fairly active;Any Other White Background;Nov 2015 to Nov 2016;Yorkshire And The Humber;Region;All;16+;09. Apr;400
fairly active;Any Other White Background;Nov 2016 to Nov 2017;Yorkshire And The Humber;Region;All;16+;14;388
fairly active;Any Other White Background;Nov 2017 to Nov 2018;Yorkshire And The Humber;Region;All;16+;15. Apr;414
fairly active;Any Other White Background;Nov 2018 to Nov 2019;Yorkshire And The Humber;Region;All;16+;12. Jan;542
fairly active;Any Other White Background;Nov 2019 to Nov 2020;Yorkshire And The Humber;Region;All;16+;11;493
fairly active;Any Other White Background;Nov 2020 to Nov 2021;Yorkshire And The Humber;Region;All;16+;81.355.951;528
fairly active;Any Other White Background;Nov 2021 to Nov 2022;Yorkshire and the Humber;Region;All;16+;07. Aug;541
fairly active;Other;Nov 2021 to Nov 2022;East;Region;All;16+;?;?
fairly active;Other;Nov 2020 to Nov 2021;East;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;East;Region;All;16+;?;144
fairly active;Other;Nov 2016 to Nov 2017;East;Region;All;16+;?;148
fairly active;Other;Nov 2017 to Nov 2018;East;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;East;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;East;Region;All;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;East Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2020 to Nov 2021;East Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2015 to Nov 2016;East Midlands;Region;All;16+;?;112
fairly active;Other;Nov 2016 to Nov 2017;East Midlands;Region;All;16+;?;97
fairly active;Other;Nov 2017 to Nov 2018;East Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2018 to Nov 2019;East Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2019 to Nov 2020;East Midlands;Region;All;16+;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16+;12;1516
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16+;13.838.487;1458
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16+;13. Mrz;1500
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16+;13. Feb;1475
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16+;13;1275
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16+;12. Aug;1312
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16+;11. Jun;1418
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16-24;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16-24;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16-24;?;140
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16-24;?;141
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16-24;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16-24;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16-24;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;11. Mai;767
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;16;643
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;14. Apr;696
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;11. Sep;620
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;12. Sep;662
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;12. Mai;705
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;149.606.214;695
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;16. Apr;231
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;12. Jan;280
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;12. Mai;249
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;83.206.029;239
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;?;156
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;?;153
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;?;110
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;?;114
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;?;?
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;16-74;?;?
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;16-74;13. Apr;245
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;16-74;?;213
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;16-74;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;16-74;?;?
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;16-74;?;?
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;16-74;155.740.903;220
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;25-34;08. Feb;270
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;25-34;12. Feb;299
fairly active;Other;Nov 2016 to Nov 2017;England;Country;All;25-34;10. Mai;278
fairly active;Other;Nov 2017 to Nov 2018;England;Country;All;25-34;?;?
fairly active;Other;Nov 2018 to Nov 2019;England;Country;All;25-34;11;226
fairly active;Other;Nov 2019 to Nov 2020;England;Country;All;25-34;08. Jun;259
fairly active;Other;Nov 2020 to Nov 2021;England;Country;All;25-34;135.176.801;251
fairly active;Other;Nov 2021 to Nov 2022;England;Country;All;35-44;16. Jan;321
fairly active;Other;Nov 2015 to Nov 2016;England;Country;All;35-44;12. Feb;408
